
running 2776 tests
test health_metrics::tests::success_rate_is_zero_for_empty_tally ... ok
test health_metrics::tests::tally_counts_each_class ... ok
test health_metrics::tests::truncated_log_with_no_terminal_event_is_truncated ... ok
test health_metrics::tests::zero_denominator_edge_cases ... ok
test help_grouping_tests::command_groups_cover_the_acceptance_headings ... ok
test help_grouping_tests::dev_commands_are_not_in_getting_started ... ok
test help_grouping_tests::getting_started_is_the_curated_core_loop ... ok
test help_grouping_tests::no_spec_ids_in_help_text ... ok
test help_grouping_tests::previously_ungrouped_commands_appear_exactly_once ... ok
test history::tests::comment_added_uses_last_author ... ok
test history::tests::diff_status_emits_one_event ... ok
test history::tests::diff_tags_set_semantics ... ok
test history::tests::effective_falls_back_to_custom ... ok
test history::tests::event_record_exposes_structured_status_change ... ok
test history::tests::human_timestamp_converts_utc_to_local ... ok
test history::tests::is_ship_event_only_done_to_completed ... ok
test history::tests::req_type_from_path_pulls_first_segment ... ok
test history::tests::shorten_is_char_boundary_safe_on_emoji_title ... ok
test history::tests::spec_id_from_path_extracts_stem ... ok
test in_flight_linkage_integration_tests::classify_buckets_mixed_state_queue ... ok
Already up to date.
test drain_reliability_wiring_tests::probe_resume_facts_is_conservative_when_nothing_exists ... ok
test handle_pull_command_tests::pull_noop_still_auto_bumps_externally_advanced_main ... ok
test in_flight_linkage_integration_tests::classify_falls_back_to_pr_n_when_it_is_the_only_branch ... ok
test in_flight_linkage_integration_tests::classify_handles_no_done_items ... ok
test headless_tail::tests::discover_logs_sorts_newest_first ... ok
test in_flight_linkage_integration_tests::linkage_for_never_touched_spec_is_empty ... ok
test in_flight_linkage_integration_tests::classify_prefers_pr_source_branch_over_reviewer_snapshot ... ok
test in_flight_linkage_integration_tests::linkage_for_in_flight_spec ... ok
test in_flight_linkage_integration_tests::linkage_for_shipped_spec ... ok
test in_flight_linkage_integration_tests::linkage_for_shipped_spec_on_master_default_repo ... ok
test in_flight_linkage_integration_tests::linkage_for_shipped_spec_on_main_default_repo_unchanged ... ok
test in_flight_linkage_integration_tests::linkage_opts_no_scan_keeps_review_state_drops_files ... ok
test in_flight_linkage_integration_tests::review_surface_closed_pr_is_not_asserted_open ... ok
test in_flight_linkage_integration_tests::review_surface_local_when_no_branch ... ok
test in_flight_linkage_integration_tests::review_surface_open_change_only_on_found ... ok
test in_flight_linkage_integration_tests::review_surface_shipped_wins_over_branch ... ok
test in_flight_linkage_integration_tests::review_terminal_noop_leaves_pre_merge_states_reviewable ... ok
test in_flight_linkage_integration_tests::review_terminal_noop_short_circuits_completed_and_rejected ... ok
test intake::tests::config_bare_comma_list_for_classes ... ok
test intake::tests::config_defaults_are_safe ... ok
test intake::tests::config_missing_section_is_default ... ok
test intake::tests::is_deferred_honors_flag_and_tag ... ok
test intake::tests::config_parses_intake_block ... ok
test intake::tests::seeded_advise_prompt_seeds_like_assess ... ok
test intake::tests::seeded_prompt_empty_file_is_bare ... ok
test intake::tests::seeded_prompt_no_file_is_bare ... ok
test intake::tests::seeded_prompt_prepends_content ... ok
test intake::tests::select_applies_only_and_exclude_tag ... ok
test intake::tests::select_applies_risk_ceiling ... ok
test intake::tests::select_excludes_deferred_specs ... ok
test intake::tests::select_excludes_do_not_approve_classes ... ok
test intake::tests::select_excludes_needs_human_and_strategic_tags ... ok
test intake::tests::skill_prompt_propose_vs_apply ... ok
test integrate::tests::all_skipped_yields_empty_ready_set ... ok
test integrate::tests::ci_red_parks ... ok
test integrate::tests::ci_red_parks_before_conflict_message ... ok
test integrate::tests::ci_running_waits_not_merges ... ok
test integrate::tests::clean_pr_merges ... ok
test integrate::tests::config_reads_integrate_strategy_from_its_section ... ok
test integrate::tests::config_strategy_absent_or_unknown_is_none ... ok
test integrate::tests::conflict_parks_before_ci_running_is_considered ... ok
test integrate::tests::dedupe_empty_rows_yields_empty ... ok
test integrate::tests::describe_pr_completion_handles_no_trailer ... ok
test integrate::tests::dedupe_unions_specs_seen_across_separate_rows ... ok
test integrate::tests::describe_pr_completion_lists_all_specs ... ok
test integrate::tests::distinct_prs_stay_separate_in_first_seen_order ... ok
test integrate::tests::done_with_merged_pr_is_skipped_not_redriven ... ok
test integrate::tests::done_with_open_unmerged_pr_integrates ... ok
test integrate::tests::done_without_pr_is_skipped ... ok
test integrate::tests::empty_batch_yields_empty_ready_set ... ok
test integrate::tests::held_for_human_keystone_is_parked_not_integrated ... ok
test integrate::tests::inconclusive_guard_runs_before_merged_and_open ... ok
test integrate::tests::inconclusive_probe_is_surfaced_not_guessed ... ok
test integrate::tests::merge_conflict_parks_never_auto_resolved ... ok
test integrate::tests::merged_takes_precedence_over_open_flag ... ok
test integrate::tests::multi_spec_pr_detected_and_deduped_to_one_unit ... ok
test integrate::tests::multiple_mergeable_prs_newest_wins_rest_ignored ... ok
test integrate::tests::newest_mergeable_wins_even_when_a_higher_pr_is_unmergeable ... ok
test integrate::tests::newest_wins_independent_of_input_order ... ok
test integrate::tests::no_ci_and_unknown_mergeable_still_merges ... ok
test integrate::tests::no_open_prs_yields_nopr ... ok
test integrate::tests::none_mergeable_parks_reporting_all_candidates ... ok
test integrate::tests::not_done_is_excluded_even_with_open_pr ... ok
test integrate::tests::not_done_short_circuits_before_inconclusive ... ok
test integrate::tests::one_branch_and_stacked_error_cleanly_pointing_at_followup ... ok
test integrate::tests::park_reason_messages_are_distinct_and_nonempty ... ok
test integrate::tests::parse_merge_tree_conflict_files_empty_when_only_oid ... ok
test integrate::tests::parse_merge_tree_conflict_files_extracts_paths_before_blank ... ok
test integrate::tests::parse_merge_tree_conflict_files_handles_single_file_no_trailing ... ok
test integrate::tests::parse_strategy_accepts_all_three_and_rejects_garbage ... ok
test integrate::tests::per_item_strategy_is_supported ... ok
test integrate::tests::ready_set_filters_and_preserves_order ... ok
test integrate::tests::request_changes_parks_even_with_green_ci ... ok
test integrate::tests::request_changes_takes_precedence_over_ci_red ... ok
test integrate::tests::single_mergeable_pr_integrates_with_no_ignored ... ok
test integrate::tests::single_spec_pr_recognized_as_one_completion ... ok
test integrate::tests::single_unmergeable_pr_parks ... ok
test integrate::tests::summarize_forecast_counts_and_orders_conflicts ... ok
test integrate::tests::summarize_forecast_empty_is_all_zero ... ok
test intent::tests::hash_changes_when_a_neighbor_appears ... ok
test intent::tests::hash_changes_when_comment_count_changes ... ok
test intent::tests::hash_changes_when_neighbor_status_flips ... ok
test intent::tests::hash_changes_when_own_status_flips ... ok
test intent::tests::hash_is_deterministic ... ok
test intent::tests::hash_is_order_independent_over_neighbors ... ok
test intent::tests::pickup_notes_when_intent_absent ... ok
test intent::tests::json_shape_selects_register_and_carries_fields ... ok
test intent::tests::pickup_notes_when_intent_stale ... ok
test intent::tests::pickup_renders_when_intent_present_and_fresh ... ok
test intent::tests::sidecar_parses_clean_and_noisy ... ok
test intent::tests::stale_when_hashes_differ ... ok
test interview::tests::ai_ambiguities_and_questions_become_acceptance_questions ... ok
test interview::tests::answer_without_matching_question_is_ignored ... ok
test interview::tests::apply_acceptance_answer_appends_to_existing_section ... ok
test interview::tests::apply_acceptance_answer_creates_section_and_folds_in ... ok
test intent::tests::spec_intent_round_trips_serde_and_skips_when_none ... ok
test interview::tests::apply_parent_answer_sets_parent_uppercased ... ok
test interview::tests::apply_priority_answer_parses ... ok
test interview::tests::blank_answers_are_skips ... ok
test interview::tests::gappy_spec_yields_questions_for_each_gap ... ok
test interview::tests::full_round_trip_raises_readiness ... ok
test interview::tests::interview_json_shape ... ok
test interview::tests::missing_acceptance_maps_to_acceptance_kind ... ok
test interview::tests::multiple_acceptance_answers_all_fold_in ... ok
test interview::tests::parse_answers_accepts_bare_array ... ok
test interview::tests::parent_gap_maps_to_parent_kind ... ok
test interview::tests::parse_answers_accepts_wrapped_object ... ok
test interview::tests::parse_answers_rejects_garbage ... ok
test interview::tests::questions_are_deterministic ... ok
test interview::tests::priority_gap_maps_to_priority_kind ... ok
test interview::tests::ready_spec_yields_no_questions ... ok
test interview::tests::type_gap_is_never_asked ... ok
test interview::tests::unparseable_priority_is_ignored_not_error ... ok
test is_work_spec_branch_name_tests::matches_canonical_work_branches ... ok
test is_work_spec_branch_name_tests::rejects_non_spec_branches ... ok
test is_work_spec_branch_name_tests::rejects_pr_and_mr_branches ... ok
test lease_covers_cwd_tests::empty_worktree_lease_matches_no_cwd ... ok
test lease_covers_cwd_tests::matches_when_cwd_equals_worktree ... ok
test lease_covers_cwd_tests::matches_when_cwd_is_descendant_of_worktree ... ok
test lease_covers_cwd_tests::rejects_unrelated_cwd ... ok
test lease_covers_cwd_tests::sibling_with_shared_prefix_does_not_match ... ok
test lease_enforcement_tests::bug479_child_side_work_exists_is_any_signal ... ok
test lease_enforcement_tests::bug483_peer_lease_sharing_worktree_blocks_removal ... ok
test lease_enforcement_tests::lease_owning_handles_parent_cycle ... ok
test lease_enforcement_tests::lease_owning_ignores_unresolved_scopes ... ok
test lease_enforcement_tests::lease_owning_skips_self ... ok
test lease_enforcement_tests::lease_owning_skips_self_via_parent_chain ... ok
test lease_enforcement_tests::lease_owns_direct_spec_match ... ok
test lease_enforcement_tests::lease_owns_via_parent_chain ... ok
test lease_enforcement_tests::list_leases_counts_active_lease_files ... ok
test lease_enforcement_tests::worktree_occupant_finds_only_live_same_worktree_lease ... ok
test lease_enforcement_tests::bug479_probe_reports_lease_scoped_to_spec_and_skips_unrelated ... ok
test in_flight_linkage_integration_tests::resolve_default_branch_picks_main_when_present ... ok
test mailbox_digest_autotrigger_tests::best_effort_swallows_a_digest_error ... ok
test headless_tee::tests::start_tee_terminates_on_result_event ... ok
test in_flight_linkage_integration_tests::resolve_default_branch_picks_master_when_main_absent ... ok
test mailbox_digest_autotrigger_tests::best_effort_no_local_mailbox_is_a_clean_noop ... ok
test mailbox_digest_autotrigger_tests::helper_is_idempotent_double_fire_is_safe ... ok
test mailbox_store::tests::digest_writes_delete_marker_for_already_synced_message ... ok
test mailbox_digest_autotrigger_tests::helper_digests_local_messages_and_commits ... ok
test mailbox_store::tests::read_is_empty_when_no_mailbox_dir ... ok
test mailbox_store::tests::read_all_watermarks_collects_every_agent ... ok
test mailbox_store::tests::sanitize_id_neutralizes_path_separators ... ok
test mailbox_store::tests::read_markers_do_not_leak_into_message_reads ... ok
test mailbox_store::tests::unparseable_file_is_skipped_not_fatal ... ok
test mailbox_store::tests::write_then_read_roundtrips_all_messages ... ok
test mailbox_store::tests::watermark_roundtrips_and_is_monotonic ... ok
test manual::tests::extracts_a_simple_section ... ok
test mailbox_store::tests::digest_writes_new_messages_to_canonical_and_is_idempotent ... ok
test manual::tests::extracts_last_section_to_eof ... ok
test manual::tests::header_matches_exact_only ... ok
test manual::tests::unknown_command_returns_none ... ok
test manual::tests::matches_a_command_listed_in_a_multi_command_header ... ok
test mailbox_digest_autotrigger_tests::publish_for_sync_honors_the_opt_out ... ok
test mcp::tests::brief_tools_reject_path_escape_and_missing_files ... ok
test mcp::tests::add_requirement_descriptor_requires_type_and_documents_normalized_prefix ... ok
test mailbox_digest_autotrigger_tests::publish_for_sync_stages_canonical_without_committing_and_is_idempotent ... ok
